curriculum,subject,grade,topic_name,subtopic_canonical_code,subtopic_name,learning_objective,difficulty_min,difficulty_max,prerequisite_count
igcse,CHEM,9,Chemical Bonding and Structure,CHEM-BOND-G9-03,Metallic Bonding and Properties,"Describe the metallic bond model (positive ions in a sea of delocalised electrons); explain physical properties of metals including conductivity, malleability and high melting point.",,,1
igcse,CHEM,9,Stoichiometry,CHEM-STOICH-G9-01,Moles and Chemical Formulae,Calculate molar mass; determine the number of moles from mass; find empirical and molecular formulae from experimental percentage composition data.,,,1
igcse,CHEM,9,Stoichiometry,CHEM-STOICH-G9-02,Reacting Quantities and Yield,Balance symbol equations; use mole ratios to calculate masses and volumes of reactants and products; calculate theoretical yield and percentage yield.,,,1
igcse,CHEM,9,Physical Chemistry,CHEM-PHYS-G9-01,Energetics,Define exothermic and endothermic reactions; draw and interpret energy profile diagrams; calculate enthalpy changes using bond energies or Hess's law.,,,0
igcse,CHEM,9,Physical Chemistry,CHEM-PHYS-G9-02,Rates of Reaction,"Describe the effect of concentration, temperature, particle size, pressure and catalysts on reaction rate; explain using collision theory; interpret rate graphs.",,,0
igcse,CHEM,10,Physical Chemistry,CHEM-PHYS-G10-01,Reversible Reactions and Equilibrium,"Explain dynamic equilibrium; apply Le Chatelier's principle to predict the effect of changing temperature, pressure and concentration on the position of equilibrium.",,,0
igcse,CHEM,10,Physical Chemistry,CHEM-PHYS-G10-02,Electrochemistry,Describe electrolysis of molten and aqueous electrolytes; predict the products at the anode and cathode; explain the products using the reactivity series and ion concentration.,,,0
igcse,CHEM,10,Inorganic Chemistry,CHEM-INORG-G10-01,"Acids, Bases and Salt Preparation","Describe the reactions of acids with metals, metal oxides, hydroxides and carbonates; prepare soluble salts by neutralisation and titration; prepare insoluble salts by precipitation.",,,0
igcse,CHEM,10,Inorganic Chemistry,CHEM-INORG-G10-02,Metals and the Reactivity Series,Order metals by reactivity; explain displacement reactions; describe the extraction of metals by reduction and electrolysis; link extraction method to position in reactivity series.,,,0
igcse,CHEM,10,Inorganic Chemistry,CHEM-INORG-G10-03,Atmospheric Chemistry and Environment,Describe the composition of the atmosphere; explain the enhanced greenhouse effect; describe the causes and consequences of acid rain and atmospheric pollution.,,,0
igcse,CHEM,10,Organic Chemistry,CHEM-ORG-G10-01,Hydrocarbons — Alkanes and Alkenes,Describe the structure and properties of alkanes and alkenes; explain substitution in alkanes and addition in alkenes; describe cracking and its industrial importance.,,,0
igcse,CHEM,10,Organic Chemistry,CHEM-ORG-G10-02,Alcohols and Carboxylic Acids,"Describe the structure, properties and reactions of ethanol and ethanoic acid; explain fermentation and the production of ethanol; describe esterification.",,,1
igcse,CHEM,10,Organic Chemistry,CHEM-ORG-G10-03,Polymers and Environmental Impact,Describe the formation of addition and condensation polymers; evaluate the environmental impact of synthetic polymers including disposal and biodegradability.,,,1
igcse,PHY,9,Forces and Motion,PHY-MOTION-G9-01,Kinematics and Motion Graphs,"Interpret and construct distance-time and velocity-time graphs; calculate displacement, velocity, acceleration and distance from graphs; apply equations of uniform motion.",,,0
igcse,PHY,9,Forces and Motion,PHY-MOTION-G9-02,Newton's Laws of Motion,"State Newton's three laws; apply F = ma to calculate resultant force, mass or acceleration; explain terminal velocity in terms of balanced forces.",,,1
igcse,PHY,9,Forces and Motion,PHY-MOTION-G9-03,"Work, Energy and Power","Calculate work done, gravitational potential energy, kinetic energy and power; apply the principle of conservation of energy to multi-step problems.",,,1
igcse,PHY,9,Forces and Motion,PHY-MOTION-G9-04,Momentum and Impulse,Calculate momentum using p = mv; apply the principle of conservation of momentum to collisions and explosions; explain impulse as the change in momentum.,,,1
igcse,PHY,9,Thermal Physics,PHY-THERMAL-G9-01,Thermal Properties and Changes of State,Explain changes of state using kinetic theory; calculate thermal energy for temperature change using Q = mcΔT; calculate energy for a change of state using Q = mL.,,,0
igcse,PHY,9,Thermal Physics,PHY-THERMAL-G9-02,Thermal Energy Transfer,"Describe conduction, convection and radiation; explain the factors affecting the rate of each; apply to real-world contexts such as building insulation and climate.",,,0
igcse,PHY,9,Waves,PHY-WAVES-G9-01,Wave Properties and Calculations,"Describe transverse and longitudinal waves; define amplitude, frequency, wavelength and period; calculate wave speed using v = fλ; interpret wave diagrams.",,,0
igcse,PHY,9,Waves,PHY-WAVES-G9-02,"Light — Reflection, Refraction and TIR",Describe reflection and refraction using ray diagrams; calculate the critical angle; explain total internal reflection and describe its applications in optical fibres.,,,1
igcse,PHY,9,Waves,PHY-WAVES-G9-03,The Electromagnetic Spectrum,"List the regions of the EM spectrum in order of wavelength and frequency; describe the properties, sources and uses of each region; explain the hazards of ionising radiation.",,,1
igcse,PHY,10,Waves,PHY-WAVES-G10-01,Sound and Ultrasound,Describe how sound waves are produced and transmitted as longitudinal waves; explain the uses of ultrasound in medicine and industry; describe the limits of human hearing.,,,0
igcse,PHY,10,Electricity and Magnetism,PHY-ELEC-G10-01,Circuit Analysis and Ohm's Law,"Apply Ohm's law to calculate resistance, current and voltage; analyse series and parallel circuits using the rules for current, voltage and resistance.",,,0
igcse,PHY,10,Electricity and Magnetism,PHY-ELEC-G10-02,Electrical Power and Energy,Calculate electrical power using P = IV = I²R; calculate electrical energy transferred; determine the cost of using household appliances; describe domestic wiring and safety features.,,,1
igcse,PHY,10,Electricity and Magnetism,PHY-ELEC-G10-03,Electromagnetism and the Motor Effect,Describe the magnetic field around a current-carrying conductor; explain the motor effect using F = BIL; describe electromagnetic induction and Faraday's law qualitatively.,,,1
igcse,PHY,10,Electricity and Magnetism,PHY-ELEC-G10-04,Transformers and the National Grid,Explain how a transformer works using the principle of electromagnetic induction; apply the transformer equation; explain why high-voltage transmission is used in the national grid.,,,1
igcse,PHY,10,Nuclear Physics,PHY-NUCLEAR-G10-01,Radioactivity and Ionising Radiation,"Describe the properties of alpha, beta and gamma radiation including charge, mass and penetrating power; explain ionisation; describe uses of radioactive isotopes in medicine and industry.",,,0
igcse,PHY,10,Nuclear Physics,PHY-NUCLEAR-G10-02,Radioactive Decay and Half-Life,Define half-life; calculate the activity and amount of substance remaining after a given number of half-lives; interpret decay graphs and use them to determine half-life.,,,1
igcse,PHY,10,Nuclear Physics,PHY-NUCLEAR-G10-03,"Nuclear Fission, Fusion and Energy",Distinguish between nuclear fission and fusion; explain the chain reaction in a nuclear reactor; evaluate the advantages and risks of nuclear power compared to other energy sources.,,,1
igcse,ENG,9,Reading,ENG-READ-G9-01,Comprehension and Inference,Retrieve and interpret explicit and implicit information from unseen literary and non-literary texts; support answers with precisely selected and embedded quotations.,,,0
igcse,ENG,9,Reading,ENG-READ-G9-02,Language Analysis for Effect,"Analyse the effects of a writer's language choices including diction, imagery, tone and syntax; use subject terminology accurately and evaluate the writer's craft.",,,1
igcse,ENG,9,Reading,ENG-READ-G9-03,Summary Writing,"Select and synthesise relevant information from a source text; write a focused, accurate summary in your own words, avoiding direct quotation.",,,1
igcse,ENG,9,Writing,ENG-WRITE-G9-01,Directed Writing,"Write for a specific purpose, audience and form (letter, report, article, speech) using information and ideas from given source material; adapt tone and register appropriately.",,,0
igcse,ENG,9,Writing,ENG-WRITE-G9-02,Narrative and Descriptive Writing,"Write narrative or descriptive compositions with effective use of vocabulary, varied sentence structures, structural devices and a consistent voice to engage the reader.",,,1
igcse,ENG,10,Reading,ENG-READ-G10-01,Comparative Textual Analysis,"Compare how two writers use language, structure and form to achieve different effects and influence the reader; evaluate which is more effective, sustaining a critical perspective.",,,0
igcse,ENG,10,Writing,ENG-WRITE-G10-01,Argumentative and Persuasive Writing,"Write a coherent argument or persuasive text using a range of rhetorical techniques; structure ideas logically; maintain a clear, sustained viewpoint throughout.",,,0
igcse,ENG,10,Writing,ENG-WRITE-G10-02,Extended Composition,"Write extended narrative or descriptive compositions demonstrating full control of register, style, structure and sophisticated vocabulary choices throughout.",,,1
igcse,ENGL,9,Poetry,ENGL-POETRY-G9-01,Set Poetry Analysis,"Analyse poems from the set anthology for meaning, language, form, structure and context; compare how two poets explore a similar theme, evaluating their methods.",,,0
igcse,ENGL,9,Poetry,ENGL-POETRY-G9-02,Unseen Poetry,"Respond to an unseen poem by analysing how the poet uses language, structure, tone and form to create effects; support all points with close textual reference.",,,1
igcse,ENGL,9,Prose,ENGL-PROSE-G9-01,Set Text Prose Analysis,"Analyse the set prose text for character development, theme, narrative technique and the writer's use of language and structure to create meaning and effect.",,,0
igcse,ENGL,9,Drama,ENGL-DRAMA-G9-01,Set Play Analysis,"Analyse the set dramatic text for character development, conflict, dramatic irony and theatrical devices; explain how the playwright creates tension and meaning.",,,0
igcse,ENGL,10,Poetry,ENGL-POETRY-G10-01,Comparative Poetry Essay,Write a sustained comparative essay discussing how two poems from the anthology present a theme; analyse the poets' methods and evaluate their relative effectiveness.,,,0
igcse,ENGL,10,Prose,ENGL-PROSE-G10-01,Extended Prose Essay,Write an extended analytical essay evaluating the writer's methods and their effects on the reader in the set prose text; sustain a critical argument with embedded evidence.,,,0
igcse,ENGL,10,Prose,ENGL-PROSE-G10-02,Unseen Prose Analysis,"Analyse an unseen prose passage, discussing how the writer creates character, atmosphere and tension through language, structure and narrative technique.",,,1
igcse,ENGL,10,Drama,ENGL-DRAMA-G10-01,Drama in Context and Performance,"Analyse how a playwright uses dramatic structure, stagecraft and historical or social context to create meaning; evaluate how production choices would shape the audience's experience.",,,0
